Region ;Year;GDP;PGDP;GDPShare;Population;UrbanPopulation;RuralPolulation;MFRatio ;LifeExpectancyTotal;LifeExpectancyMen;LifeExpectancyWomen;YoungerWorkingAgeShare;WorkingAgeShare;OlderWorkingAgeShare;BirthRate;MortalityRate;DeathWorkingAge;MortalityRateInfant;FertilityRate;Employees;LaborForce;Unemployment;Pension;Pensioners;SharePensioners;NominalSalary;Pincome;PSpending;PovertyRatio;Gini;ConsumerPriceIndex;FixedAssets;Depreciation;Investment;ForeignInvestment;Enterprises ;IndustryIndex;AgricultureIndex;ScientificOrganization;Scientists;DegreeScientists;RDExpenditure;PatentApplications;GrantedPatents;InnovationExpenditure;InnovationProduced;InnovationRatio;InnovationOrganizationRatio;TotalExport;TotalImport;HospitalBeds;HospitalBeds10000;HospitalBedsRatio;ClinicCapacity ;DoctorsTotal;Doctors10000;DoctorsRatio;Nurses Ratio;NursesTotal;Nurses10000;Abort1000Women;Abort100Birth;Diseases;Parasitic;Neoplasms;Blood;EndocrineSystem;NervousSystem;Eyes;Ears;CirculatorySystem;RespiratorySystem ;DigestiveSystem;Skin;Bones;GenitourinarySystem;CongenitalAnomalies ;Injuries;Camps;ChildrenRested;Emissions;PollutedWastewater ;Crimes;Homicides;JuvenileCrime
Астраханская область;2000;28155.7;27815.3;0.5;1009;67.9;32.1;1115;65.3;58.5;72.9;21.1;60;18.9;9.9;14.3;NaN;16.6;NaN;428.4;502;11.5;766.7;238;23.6;1898.7;1779;1506;33.4;0.3;116.6;110982;43.1;12438;420;15998;108.2;108.3;20;1669;199;169544;72;48;8.5;1.9;0;2.7;249.7;53;13.4;133.2;75.1;26.5;6.3;62.7;159.6;79.5;12.7;125.9;50;136;681.4;39.1;8.6;4.7;5.9;16.2;39;24.9;19.7;315.5;21.3;48.7;28.2;37.7;1.4;40.2;288;35.8;111;84;2114;216;857
Астраханская область;2001;32274.3;32037.2;0.5;1006;67.6;32.4;1121;65.2;58.7;72.7;20.4;60.7;18.9;10.5;14.6;NaN;16.3;NaN;426.7;512;10.5;1062.6;236;23.5;2660.9;2333;2052;31.1;0.3;121.6;158920;43.6;15616;1817;16008;104.5;108.4;21;1786;209;244884;110;8;6218;153;0;4.2;449.6;48.2;13.3;132.5;75.5;27.2;6.3;62.6;159.7;82.9;12.1;120.6;49;127;666.9;43.1;8.8;5;6.1;17.8;38.5;25.1;20.6;285.3;22.3;48.3;29;40.1;1.3;42.2;NaN;NaN;107;83;2174;184;890
Астраханская область;2002;40994.9;40786.8;0.5;1005;67.7;32.3;1127;65.2;58.9;72.5;19.7;61.6;18.7;11.6;15.3;NaN;13.7;NaN;429.8;486;11.1;1350.5;236;23.5;3530;3058;2767;26.2;0.3;114.5;177818;44.8;13301;32037;16549;104.3;104;21;1707;199;292658;93;53;1.9;1.8;3;2;234.5;116.1;13.1;130.4;76.7;26.9;6.4;64.1;156.1;81.6;12.3;122.6;46;109;687.2;39.7;8.4;6;7.8;16.8;40.5;26.1;23.5;287.9;25;46.7;32.7;40.3;1.5;44.2;NaN;NaN;117;78;2135;206;806
Астраханская область;2003;50659.8;50508.2;0.5;1001;67.7;32.3;1134;65.4;59.2;72.2;19;62;19;12.1;15.5;NaN;12.6;NaN;438;517;10.1;1616.5;234;23.4;4431.6;3864;3614;22.7;0.4;114.1;215272;52;17986;56117;17181;105.5;102.7;20;1716;212;289952;863;67;19.9;33.9;4.6;6.3;334.7;126.5;12.8;127.2;78.6;27.9;6.6;65.5;152.7;82;12.3;121.9;45;103;693.5;33.9;9.3;5.2;6.5;17.1;39.3;10.5;12.6;237.3;15.5;30.3;15.1;26.7;0.7;70.4;NaN;NaN;118;71;2320;208;951
Астраханская область;2004;56710.9;56725.9;0.4;998.2;67;33;1140;65.3;58.9;72.4;18.4;62.1;19.5;12.3;14.9;NaN;13;NaN;443.1;521;11;1858.1;233;23.3;5495.4;4538;4479;20.1;0.4;111.2;230042;49.1;18563;40255;17886;98.6;123.1;21;1625;217;350552;90;12;156.3;498.4;2;6.1;195.6;85.2;12.5;124.3;80.4;28;6.6;66;151.4;82.3;12.2;121.6;41;92;719.5;35.8;9.9;5.2;7.4;16.5;40.2;10.9;12.4;222.3;18.9;29;16.6;27.2;0.8;67.9;NaN;NaN;123;71;2700;193;1085
Астраханская область;2005;70127.6;69814;0.4;994.2;67;33;1146;65.4;58.4;73;17.9;62.3;19.8;12.1;15.4;804.6;13.1;1.5;445;494;12;2325;233;23.4;6884.2;5683.3;3725;19.3;0.4;114.3;275408;52.6;21642;32325;19100;111.1;90.5;21;1621;227;396.4;124;68;45.2;408.9;1.1;9;247;152.1;11.7;117.2;85.3;29.1;6.6;65.7;152.2;84.6;11.8;118.1;42;95;705.9;29.5;9.5;4.4;7;16.7;34.1;26.3;24.3;275.5;24.6;48.9;31.9;40.8;1.7;85;298;29.3;131;68;2828;218;1182
Астраханская область;2006;85112.1;84950;0.4;994.1;66;34;1145;66.1;59.8;73;17.3;62.7;20;12.4;14.6;NaN;10.7;NaN;449.9;537;7.9;2590.7;233;23.4;8157.9;7089.6;4810;17.3;0.4;111.3;315059;50.1;29383.2;62539;18123;119.5;114.9;21;1444;252;461517;122;95;25.6;99.5;0.2;3.7;299.1;230.5;11.6;116.2;86.1;27.6;6.7;66.6;150.1;85;11.8;117.7;30;67;736.3;35.3;10.4;5.4;10.3;22.5;39;27.1;30.2;274.8;26.9;48.7;36.1;44.2;2.1;82.4;NaN;NaN;117;73;2965;190;1340
Астраханская область;2007;100359.2;99999.4;0.4;1000.9;66.9;33.1;1142;67;60.7;73.8;17.2;62.7;20.1;13.4;14;NaN;9.8;NaN;457.9;522;8.9;3351.1;235;23.5;9866.9;8691.4;6182;16.3;0.4;114.3;367910;49.6;49969.6;41564;28389;123.1;126.6;20;1859;589;330333;170;109;397.7;127.3;0.2;7.1;756.4;253.6;11.4;113.6;88.1;27.3;6.7;66.2;151.1;86.6;11.6;115.5;29;58;726.6;32.6;9.6;5;10.8;20.8;36.5;25.7;26.6;285.7;25.5;49.5;36.5;43.4;2.2;78.1;NaN;NaN;129;72;3159;174;1392
Астраханская область;2008;147549.1;146391;0.4;1005.2;65.7;34.3;1139;68;62;74.1;17.2;62.5;20.3;14.1;13.5;NaN;8.4;NaN;463;535;7.5;4106.5;236;23.5;12339.8;11120.1;8272;16.3;0.4;113;466376;44.8;65226.1;27536;18858;70.8;127.1;14;1047;208;294112;139;106;558.9;320.8;0.3;6.9;1321.3;240.3;10.2;100.8;99.2;27.5;6.7;66.7;150;86;11.7;116.3;28;53;717.6;30.1;8.6;4.7;8.6;19.8;34.9;24.7;28.8;280;26.3;45.2;38.8;46.6;2;85;NaN;NaN;125;73;3125;123;1295
Астраханская область;2009;134418.2;133018.5;0.4;1007.1;65.8;34.2;1137;68.3;62.5;74.2;17.4;62;20.6;14.1;13.3;NaN;8.2;NaN;446.3;529;10;5569.2;238;23.6;14095.7;13023;9037;15.1;0.4;109;529736;46.4;63091;51933;17786;142.7;106;14;942;212;365950;176;150;273.2;416.1;0.6;8.4;457.5;428.2;10.4;103.2;96.9;27.4;6.9;67.9;147.3;85.6;11.8;116.8;27;51;780.7;32.9;9.5;4.5;7.9;22.9;34.5;32.5;27.1;336.6;27.2;47.2;40.3;43.2;2.4;77.6;292;28.4;103;71;2982;102;1112
Астраханская область;2010;144888.8;143388.8;0.4;1010.4;66.7;33.3;1134;69.1;63.3;75;17.5;61.4;21.1;14.2;13.5;614;7.7;1.8;447.7;525;8.2;6825;242;24;15367.9;14697;10697;14.1;0.4;109.8;623538;46.3;59863;43.9;18204;137.9;102.4;23;917;202;369.5;148;115;1303.2;1682.3;3.1;12.8;380.8;310.3;10.3;101.8;98.2;28.4;6.9;68.2;146.6;86.8;11.6;115.2;26;48;744.4;29.2;10.1;4.4;6.8;19.7;32.4;32.1;26.3;307.6;25.6;46.3;38.7;42.5;2.5;82.9;283;26.8;125;69;2574;108;822
Астраханская область;2011;172616.6;170504.7;0.4;1015;67.5;32.5;1123;69.8;64.2;75.6;17.8;60.8;21.4;14.2;13;600;7.2;1.8;448.5;532;8.8;7406;245;24.1;17022.8;16032;12374;14.2;0.4;105.2;747640;47.5;69023.7;63;17880;119.6;111;36;966;213;612;131;166;1241.4;2750.3;2.8;5.2;657.1;276.3;10.8;106.6;93.8;28.8;7.1;70.3;142.2;86.1;11.8;116.2;24;44;739;29.2;10.6;3.6;8.5;19;25.8;33;26.1;322.7;23.5;45;36.5;41.6;2.5;71.7;369;33.3;132;71;2241;108;905
Астраханская область;2012;209654.4;206677.1;0.4;1013.8;67.7;32.3;1126;70.4;64.9;75.8;18.3;59.8;21.9;15.1;12.7;563.4;9.3;1.9;442.5;518;7.9;8162;249;24.6;19522.1;17789;14003;12.5;0.4;106.1;808160;47.5;81664.7;-13;17952;96.7;102.9;17;1014;237;572.9;135;114;1106.4;863.4;0.7;5.8;622.7;416.1;10.4;103;97.1;28.3;6.7;65.7;152.1;82.6;12.3;121.1;24;40;703;29.8;10.9;3.2;7.8;18.4;43;34.7;23.8;302.8;22.4;37.2;35.2;44.1;2.4;58;359;31.5;134;56;2045;109;732
Астраханская область;2013;273917.1;269821.7;0.5;1016.5;67.8;32.2;1123;71.3;65.9;76.7;18.7;59;22.3;14.8;12.2;508.7;8.6;1.9;436.9;535;7.5;8917;252;24.8;22735.8;19777;15706;12;0.4;106.4;850132;47.7;122618.4;34;18515;121.2;118.3;20;1083;249;568.8;140;113;1111.8;3045.9;1.8;9;884.3;525.3;10;98.7;101.3;28.1;6.7;65.8;152;84.3;12.1;118.7;21;34;681.6;23.5;11.5;3.4;10.9;16.6;41.7;35.2;31.3;277.8;20;29.4;31.1;45.2;2.5;64.1;306;27.8;130;52;1704;63;684
Астраханская область;2014;296319.3;290822.2;0.5;1021.3;67.9;32.1;1118;70.8;65.5;76;19.2;58.1;22.7;14.9;12.6;544.1;9.8;2;436.4;532;7.5;9626;256;25.1;24575.8;22169;17288;12;0.4;110.7;912746;50.8;116856.1;-164;18736;118.6;102.3;20;904;286;549.9;120;101;3669;8998.4;4.9;12.4;994.3;497.4;9.8;95.9;104.2;27.8;6.6;64.4;155.4;86;11.9;116.3;20;32;669.1;21.2;10.6;3.8;13.6;16.1;38.2;35.6;41.5;266.8;22.9;27.2;28.6;47;2.5;57.6;297;22.9;118;50;1551;58;481
Астраханская область;2015;322303;315996.9;0.5;1018.6;66.5;33.5;1125;71.4;66.1;76.6;19.8;57;23.2;14.5;12.3;537.3;8;2;479.8;529;7.5;10684;259;25.4;25498.7;23832.2;19865;14.2;0.4;112.6;1053750;49.6;113168.8;-13;18904;108.7;102.3;25;933;287;563.1;127;118;2151.6;11047.8;5.4;12.1;416.7;264.5;9.6;94;106.4;27.6;6.2;60.8;164.5;81.3;12.5;122.9;18;29;620.6;16.6;8.9;3.2;16.4;15.6;33.9;30.3;34.4;258.7;26.9;19.5;24.8;32.8;3.4;62.6;245;21;119;41;1448;66;599
Астраханская область;2016;368485.4;361704.8;0.5;1018.9;66.5;33.5;1124;72.2;66.9;77.7;20.5;56.1;23.7;14;12;509.2;5.7;1.9;473.7;523;7.6;15975;262;25.7;27493.3;22840.5;17684;16.2;0.4;104.7;1357230;52.5;117999.3;110;18093;111;101.2;24;692;217;458.5;119;76;3894.4;13179.9;5.8;9.7;320.8;357.7;9.4;92.3;108.4;27.6;6.3;61.4;162.8;82.6;12.3;121.1;19;32;646.7;19.2;9;3.2;20.3;15.4;37.9;32.3;29.3;281;26.1;17.8;25.1;39;4.2;61;246;23.2;127;51;1364;60;378
Астраханская область;2017;442608.8;434701.5;0.6;1017.5;66.6;33.4;1122;73.4;68.4;78.1;20.4;55.4;24.2;12.1;11.4;441.3;5.9;1.7;487.6;536;7.4;11641;262;25.7;29599.2;22884;17944;16;0.4;102.1;1498692;50.1;146660;11;17139;152.6;109.9;24;653;199;549.4;116;87;1098.3;696.1;0.2;7.7;357.7;159.6;9;88.3;113.3;28;6.3;61.9;161.6;83.8;12.1;119.4;20;39;596.1;17.2;8.6;3.3;17.8;13.5;32;29.2;31;269.5;20.7;14;23.4;31.8;4.7;56.6;241;17.9;103;49;1319;55;320
Астраханская область;2018;579210;570206.4;0.6;1014.1;66.8;33.2;1120;73.5;68.8;77.9;20.5;54.9;24.6;11.6;11.6;417.8;6;1.7;470.7;513;7.5;12517;266;26.2;33630.1;23669.7;20273;15.1;0.4;104;1653054;50.1;106674.2;13;15946;116.3;108.7;23;637;193;515.8;99;116;1787.1;642.4;0.1;10.4;951.1;646.8;9;88.6;112.9;28.4;6.2;61.2;163.3;88.5;11.5;113;17;35;617.5;17.7;8.6;3.4;20.7;15.7;29.9;27.9;27.5;279.8;28.4;16.3;24.7;33.7;5.4;55.3;NaN;NaN;33;49;NaN;49;384
Астраханская область;2019;602306.7;596388.2;0.6;1005.8;66.7;33.3;1122;73.9;69;78.6;20.5;55.6;23.9;10.9;11.3;422;6.4;1.7;461.7;507;7.6;13251;263;26.1;36093.4;24971.3;21558;15.5;0.4;102.6;2071002;52.1;104280.2;5;14772;103.7;101.8;26;837;235;815.9;104;102;2673.4;1329.7;0.3;7.2;507.3;131.6;8.6;86;116.3;27.8;6.2;61.2;163.3;89.5;11.2;111.7;17;35;611.9;15.1;8.5;3.1;21.8;17.7;31;26.7;26.8;276.5;24.7;14.8;26.5;34.8;4.9;54.6;NaN;NaN;104;36;NaN;NaN;NaN
Астраханская область;2020;NaN;NaN;NaN;997.8;66.6;33.4;1122;72;67.5;76.4;20.6;55.1;24.3;10.9;13.6;500.3;5.8;1.7;444.2;503;7.9;13970;259;26;39037.2;25150;20610;15.6;0.4;104.9;2163641;55;111602.7;6;13597;97.2;102.3;25;688;180;664.9;107;79;2583.7;699.2;0.2;5.3;657.3;335.9;8.6;86.7;115.4;28.1;6.2;62.1;160.9;86.9;11.5;115.1;15;32;608.3;11.9;7.5;2.4;13.5;15.2;25.3;24;28.5;302.8;19.4;12.7;20.7;28.4;3.1;47.5;NaN;NaN;112;30;NaN;NaN;NaN
Волгоградская область;2000;63767.1;23340.8;1.1;2725;74.9;25.1;1142;66.4;60.1;73.4;18.8;59.1;22.1;8.2;15.2;NaN;17.4;NaN;1103.9;1295;9.7;801.7;735;27;1690.4;1578;1455;34.9;0.3;119.2;227818;50;11516;139538;55948;111.6;110.6;63;4797;406;331211;346;204;2506.2;1804;3.7;15.9;869.8;252.7;32.6;119.5;83.7;65.5;12.6;46.3;216.2;98.6;27.6;101.4;54;175;698.8;42.8;8.4;3;5.3;12.6;28.1;21.1;14.7;319.1;34.8;46.8;27.8;41.5;1.6;73.4;606;90.2;363;217;1929;558;2816
Волгоградская область;2001;82919.7;30513.2;1.2;2710;75.1;24.9;1146;65.9;59.8;72.7;18.1;59.6;22.3;8.5;15.6;NaN;17;NaN;1190.9;1282;9.8;1113.9;736;27.2;2392.5;2163;1998;29.3;0.3;120.5;279884;50.8;16320;82761;57704;105.7;117.6;62;4994;412;426306;491;85;2318294;1325.7;7.2;15;735.7;272.1;33.1;122;82;65;12.4;45.9;217.8;100.3;27;99.7;45;135;698.2;48.2;8.1;3;5.8;13;28;23.7;16.5;300.5;26.1;49.9;27.3;44.4;1.5;81.5;NaN;NaN;376;212;1987;641;2812
Волгоградская область;2002;104341.2;38617.7;1.2;2694;75.2;24.8;1151;66.2;60;73.1;17.4;60.3;22.3;9.1;15.9;NaN;13.4;NaN;1202.7;1327;8.4;1425.3;725;26.9;3132.7;2952;2838;26.8;0.3;117;360671;52.8;19348;178597;60061;103.8;102;56;4679;370;487923;406;263;1827.4;513;5.2;12.6;1293.1;286.6;32.8;121.7;82.2;65.6;13;48.4;206.5;94.8;28.4;105.5;54;152;698.2;45.6;9.3;3.3;7.3;12.7;30.3;23;19.1;290.9;27;49.1;29.2;47.2;1.9;80;NaN;NaN;226;206;1750;654;2273
Волгоградская область;2003;128622.2;47934.1;1.2;2673;75.2;24.8;1156;66.4;60.3;73;16.8;61;22.2;9.3;16.1;NaN;14.7;NaN;1239.6;1301;11;1709.3;721;27;3989.3;3803;3679;21.4;0.4;110;450274;56.6;22154;44628;61151;104.5;103;52;4580;411;601166;394;341;2094.5;1217.7;5.3;17.2;1642.9;2087.2;32.2;120.6;82.9;62.3;12.6;47.1;212.1;99.2;26.9;100.8;42;120;719.2;39;8.4;3;6.5;11.9;31.1;27.2;25.7;395.5;27.6;46.3;30.7;42.3;1.7;46.5;NaN;NaN;224;202;1738;559;2314
Волгоградская область;2004;154337.7;57928;1.1;2655;75.3;24.7;1161;66.9;60.8;73.6;16.4;61.4;22.2;9.6;15.4;NaN;14.5;NaN;1243.6;1362;9.4;1970.7;716;27;4885.1;4648;4619;18.4;0.4;111.1;471474;53.3;28166;82139;61705;105.9;112.1;49;4298;413;762934;454;44;3110.5;1427.7;1.3;15.8;1381.1;411;31.8;119.9;83.4;62.8;12.8;48;208.2;99;26.8;101;52;147;728.6;40.4;8.6;2.9;7.4;12.6;32.7;27.2;26.6;274;26.4;48;34.4;43.1;1.7;82;NaN;NaN;224;208;1701;518;2312
Волгоградская область;2005;203232.2;76740.6;1.1;2640;75.4;24.6;1165;67;60.7;73.8;16;61.7;22.3;9.4;15.7;722.5;11.3;1.2;1254.3;1319;6.8;2460;715;27.1;6160;5908;4294;17.2;0.4;114.7;540678;53.6;42736;16392;63277;113.5;100;45;4157;416;737.6;455;360;5189.9;9626.7;4.5;14.3;2067.2;546.4;31.5;119.4;83.8;63;12.7;48.1;207.7;99;26.7;101;49;141;716.7;33;8.9;2.9;6.6;12;30.6;25.3;22.3;286.7;25.6;55.1;25.5;51.2;1.6;76.3;601;85.1;221;204;2046;421;2270
Волгоградская область;2006;252142.7;95683.4;1.1;2620;75.3;24.7;1166;67.8;61.6;74.4;15.7;61.7;22.6;9.8;15.2;NaN;11.2;NaN;1256.2;1356;8.6;2744.1;715;27.3;7746.6;7911;5287;11.9;0.4;108.9;621663;50.1;72847;29922;48169;113.1;97.1;42;4017;409;1099831;510;436;5634.2;2396.6;0.9;10.8;2679.9;501.5;31.1;118.4;84.5;62.6;13;49.3;203;98.2;26.8;101.9;48;132;738.3;44;9.4;3;8.1;12;33.1;25.4;21.4;281;24.4;71.8;26.9;53.3;1.6;72.2;NaN;NaN;221;217;2418;552;2116
Волгоградская область;2007;331766.8;126313.1;1.2;2623.1;75.7;24.3;1166;68.8;62.9;75;15.5;61.6;22.9;10.7;14.6;NaN;10.9;NaN;1258.4;1367;6.4;3535.5;713;27.2;9770.2;9453;6698;13;0.4;111.7;879288;49.4;64953.7;184266;49503;102.4;97.7;48;4553;562;1768947;575;341;6756.6;2441.1;0.6;11.3;3119.1;858.9;30.9;117.8;84.9;66.5;13.2;50.4;198.3;96.5;27.2;103.6;46;116;699.7;38.3;9.3;2.9;8;11;29.5;24.3;18.2;277.3;22.5;58;24.7;50.9;1.7;76.2;NaN;NaN;227;203;2111;299;1842
Волгоградская область;2008;416678.5;159001.5;1.2;2618.1;75.6;24.4;1165;69;63;75.2;15.5;61.3;23.2;11.2;14.4;NaN;12;NaN;1258.8;1321;8.1;4349.2;713;27.2;12001.8;10903;8458;13.7;0.4;113.1;1047580;51.6;88440.7;81804;53277;99.9;126.5;39;3657;290;1897138;469;424;7691.7;28874.4;7.1;9.5;4166.3;990.3;27.4;104.7;95.5;68.4;13.2;50.5;197.9;101.2;25.9;98.9;45;105;693.4;37.2;8.8;2.6;8;10.2;28.1;22.8;21.3;275.4;23.5;54.8;23.5;53.1;1.9;77.8;NaN;NaN;221;218;1971;279;1737
Волгоградская область;2009;377514.3;144303.4;1.2;2614.2;75.7;24.3;1163;69.5;6361;75.5;15.5;60.9;23.6;11.3;14.4;NaN;9.8;NaN;1254.2;1343;10.4;5868.5;722;27.6;13256.5;12593;9345;12.9;0.4;108.8;1115884;52.4;75591.5;225420;55319;90.3;89;37;3965;424;2305573;520;476;5564.8;41574.4;12.2;8.4;2192.2;695.5;29;111.1;90;66.5;13.2;50.6;197.7;97.4;26.8;102.7;42;96;713.6;29.2;9.2;2.6;7.6;10.3;27.9;24.8;22.4;316.4;23;45.9;24.5;50.1;2;77.5;563;68.9;195;200;1908;288;1502
Волгоградская область;2010;433473.7;166028.8;1.2;2607.5;76;24;1160;69.7;64.1;75.3;15.6;60.4;24;11.3;14.7;585.1;9.8;1.4;1229.7;1324;8;7227;733;28.1;14856.1;13775;10210;14;0.4;109.5;1200283;54;78430.9;222;56497;106.1;84.9;42;4001;424;2606.6;481;355;3260.1;59594.4;13.5;8.4;2565.2;954.1;28.4;109;91.8;66.5;13.2;50.5;198;100.2;26;99.8;38;87;710.2;29.8;10.5;2.4;7.7;10.1;26.9;26;22.3;302;24.1;49.3;22.3;49.1;1.9;80.5;582;72.3;201;186;1731;259;1319
